Tahun,Kabupaten,Kecamatan,Kelurahan,Belum/Tidak Bekerja,Mengurus Rumah Tangga,Pelajar/Mahasiswa,Pensiunan,Pegawai Negeri Sipil,Tentara Nasional Indonesia,Kepolisian RI,Perdagangan,Petani/Pekebun/Peternak,Nelayan/Perikanan,Industri,Konstruksi,Transportasi,Karyawan Swasta,Karyawan BUMN,Karyawan BUMD,Karyawan Honorer,Buruh Harian Lepas,Buruh Tani/Perkebunan,Buruh Nelayan/Perikanan,Buruh Peternakan,Pembantu Rumah Tangga,Tukang Cukur,Tukang Listrik,Tukang Batu,Tukang Kayu,Tukang Sol Sepatu,Tukang Las/Pandai Besi,Tukang Jahit,Tukang Gigi,Penata Rias,Penata Busana,Penata Rambut,Mekanik,Seniman,Tabib,Paraji,Perancang Busana,Penterjemah,Imam Mesjid,Pendeta,Pastor,Wartawan,Ustadz/Mubaligh,Juru Masak,Promotor Acara,Anggota DPR-RI,Anggota DPD,Anggota BPK,Wakil Presiden,Anggota Mahkamah Konstitusi,Anggota Kabinet/Kementerian,Duta Besar,Gubernur,Wakil Gubernur,Bupati,Walikota,Anggota DPRD Provinsi,Anggota DPRD Kabupaten/Kota,Dosen,Guru,Pilot,Pengacara,Notaris,Arsitek,Akuntan,Konsultan,Dokter,Bidan,Perawat,Apoteker,Psikiater/Psikolog,Penyiar Televisi,Penyiar Radio,Pelaut,Peneliti,Sopir,Pialang,Paranormal,Pedagang,Perangkat Desa,Kepala Desa,Biarawati,Wiraswasta,Lainnya
2013,JAKARTA SELATAN,CILANDAK,PONDOK LABU,7689,8602,10949,1048,1220,200,70,,9,1,12,17,2,13082,183,2,24,529,1,,,14,,,,,,,1,,,,,8,26,,,1,1,,10,1,41,,,,3,1,,,,,1,,,,,,1,81,420,7,19,8,4,1,14,110,12,43,4,,,,5,4,181,,,265,,,3,2728,529
2013,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,3709,4238,5471,327,349,16,33,19,2,,2,1,24,7375,64,1,9,236,,,1,4,,,,,,,,,,,2,2,12,,,,,,13,,11,,,,1,,,,,,,,,,,,,32,214,6,14,5,2,2,,59,7,6,1,1,,,,,60,,,83,,,2,1380,520
2013,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,3855,5783,7698,451,367,20,20,3,3,,4,12,1,9176,151,,6,284,9,,,14,,,,,,,4,,,,,8,19,,,,1,,7,,17,2,,,7,,,,,,,,,,,,,57,205,7,20,7,12,2,14,81,7,13,1,1,1,,1,,98,,,111,,,,1319,330
2013,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,267,495,743,116,74,6,60,3,2,,2,5,,836,37,1,,1,,,,5,,,,,,,,,,,,1,4,,,,,,5,,4,,,,2,,,,,1,,,,,,,,17,8,3,8,3,6,2,7,42,,1,,2,,,,,2,,,6,,,,284,115
2013,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,1322,1955,2471,283,198,9,9,2,3,,2,1,,2894,62,3,10,74,,,,14,,,,,,,1,,,,,1,6,,,2,1,,4,,12,1,,,2,,,,,1,,,,,,,,27,52,2,14,4,8,2,12,86,1,8,1,1,,,3,1,27,,,124,,,,839,42
2013,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,2046,2826,3637,326,262,9,21,6,2,,1,3,1,4399,98,1,14,182,,,,22,,,,,,,10,,,1,,,12,,1,2,,,3,1,19,,,,3,1,,,,1,,,,,,,,32,102,1,12,5,6,4,6,59,4,9,,,,,,1,98,,,306,1,,6,1188,73
2013,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,445,738,925,160,76,4,4,,2,,4,6,1,1139,23,1,2,31,,,,7,,,,,,,,,,,,,4,,,,,,1,,7,2,,,4,,,,,1,1,,,,,,,19,10,2,4,4,4,,1,34,2,1,,1,,,,2,10,,,24,,,,348,155
2013,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,706,1144,1622,259,139,2,10,1,2,,4,2,3,1969,43,1,10,61,,,,9,,,,,,,2,,,,,3,8,,,1,,,,1,4,,,,2,,,,,,,,,,,,,27,64,3,10,5,4,,8,71,1,3,,1,1,1,,1,21,,1,42,,,,387,81
2013,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,494,803,1041,78,57,2,11,,3,,2,,,1188,30,2,9,25,,,,4,,,,,,,,,1,,,,1,,,,1,,1,,6,,,,2,,,,,2,,,,,,,,11,54,,7,,1,,3,22,1,2,2,,,,1,1,10,,,34,,,,397,46
2013,JAKARTA SELATAN,KEBAYORAN BARU,PULO,711,1166,1669,139,114,10,3,,2,,1,,,2188,50,1,1,10,2,,,4,,,,,,,1,,,1,,,5,,,,,,1,,10,,,,3,,,,,,,,,,,,,27,40,1,11,4,4,,1,54,2,,,1,,,,,5,,,87,,,,464,65
2013,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,1840,2476,3040,255,138,7,21,1,4,,4,3,,4415,64,6,6,188,1,,,6,,,,,,,4,,,,,,5,,,,,,5,,8,,,,2,,,,,,1,,,,,1,,32,75,3,5,2,7,,5,38,,1,,2,,,1,,107,,,109,,,,622,156
2013,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,5962,7829,10051,734,672,75,69,3,2,,11,8,7,14168,135,2,5,389,,,,9,,,1,,,,6,,,,,2,28,,,1,1,,3,1,34,,,,2,,,,,,,,,,,,,48,357,2,16,6,5,,10,76,6,16,3,,,1,5,,76,,,155,,,,2795,658
2013,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,6087,6789,8366,344,428,16,62,1,2,4,6,3,1,11672,68,4,8,874,1,,,9,5,,1,1,2,2,18,1,1,,,36,18,,,1,,,4,,23,,,,1,,,,,,,,,,,1,,39,320,2,14,6,2,1,4,72,6,12,4,1,,,3,1,223,1,,891,1,,,1128,206
2013,JAKARTA SELATAN,PANCORAN,PANCORAN,3230,3929,5010,236,288,106,23,1,2,,4,5,3,5704,63,1,6,250,,,,5,,1,,,,,4,,,,,1,9,,,,1,,1,,16,1,,,,,,,1,,,,,,,,,35,334,3,9,3,,,1,42,3,10,,,,,2,,42,,,196,,,,1451,198
2013,JAKARTA SELATAN,PANCORAN,KALIBATA,7216,8926,11249,654,566,183,63,,2,2,9,11,5,11959,136,4,21,487,,,,13,,,,,,,20,,,,,5,14,,,,,,7,,22,,,,2,,,,,,,,,,,,,56,513,15,17,8,10,,14,98,12,25,1,3,,,7,1,147,,,181,,,,3958,326
2013,JAKARTA SELATAN,PANCORAN,RAWA JATI,2714,3461,4451,416,462,78,19,3,3,,12,18,8,5776,119,2,22,141,,,,6,,,,,,,,,,,,,4,,,,,,3,,26,,,,71,1,,,,,,,,,,,,30,148,2,12,3,1,1,6,71,2,16,3,1,,,3,2,69,,,37,,,,1256,560
2013,JAKARTA SELATAN,PANCORAN,DUREN TIGA,4767,5952,7179,461,379,21,67,1,3,,4,5,4,8857,155,3,22,725,,,,13,,,,1,,,4,,1,,,8,22,,,1,,1,8,,22,1,1,,5,,,,,,,,,,,,,51,266,8,15,10,6,,13,112,4,9,1,1,,,3,,115,,1,441,,,1,1835,228
2013,JAKARTA SELATAN,PANCORAN,PENGADEGAN,3476,4300,5035,392,379,33,133,,4,1,4,5,2,6674,72,3,21,374,1,,,8,,,,1,,,3,,,,,1,7,,,,,,6,,21,,,,3,,,,,,,,,,,,,28,217,2,11,5,,,4,77,7,13,,,1,,7,,102,,,224,,,,1028,184
2013,JAKARTA SELATAN,PANCORAN,CIKOKO,1873,2178,2793,143,230,17,74,3,2,1,6,9,2,4107,37,3,3,91,,,,1,,,,,,,3,,,,,1,4,,,,,,4,,10,,,,2,,,,,,,,,,,,,8,130,,2,,1,1,1,26,1,11,1,,,,2,1,22,,,159,,,,615,140
2013,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,9846,12182,15702,682,1203,149,104,5,76,1,13,10,13,14309,160,2,42,1062,2,,,10,,,,,,,11,,,,,15,17,,,,,,5,,41,3,2,,3,,,,,,,,,,,,,73,652,5,15,5,4,,9,94,30,37,3,,,,9,2,234,,1,407,,,2,4903,597
2013,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,9605,11461,14556,1006,1263,1584,147,2,22,,6,4,10,14269,154,4,40,1064,1,,,3,,,,,,,2,,,,,9,17,,,,,,6,9,51,,,,,,,,,1,,,,,,,,94,860,,12,2,3,,6,56,36,82,3,2,,1,6,1,173,,,256,,,10,2897,358
2013,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,5835,7096,9262,443,607,114,57,4,37,,14,10,4,9711,135,4,33,572,74,,,7,,,,,,,2,,1,,,9,21,,,,,,1,,42,3,,1,1,,,,2,,1,,,,,,,38,494,,12,1,3,,6,32,9,31,1,2,,,1,3,142,,,176,,,,1980,269
2013,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,9192,11277,13673,704,1046,189,79,4,3,1,11,14,7,13459,130,6,68,1305,7,1,,2,,,,,,,2,,,1,,4,16,,,,2,,2,,64,4,1,,2,,,,,,,,,,,,,71,468,,16,2,,,5,51,18,39,8,,,,5,3,186,,,395,,,1,3369,410
2013,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,6624,7874,10102,640,865,68,81,2,14,1,8,11,4,10390,216,10,20,687,6,,,15,,,1,,,,3,,,,,10,17,,,,,,7,,20,1,,,3,,,,,,,,1,,,,,97,420,7,17,4,5,,2,113,16,22,2,,,,4,1,135,,,269,,,,2656,355
2013,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,5678,6863,9304,269,690,223,57,8,52,1,3,4,7,8941,75,7,10,734,7,,,1,,,,,,,3,,,,,,12,1,,,,,2,,25,,1,,2,,,,,,,,,,,,,28,519,1,11,2,1,,6,26,12,31,1,,,,3,1,183,,,161,,,,1685,275
2013,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,4690,5315,6433,579,496,887,49,1,4,,10,14,2,7577,77,5,14,360,1,,,3,,,,,,,2,,,,,2,10,,,,2,,9,1,23,1,,1,,,,,,,,,,,,,,36,281,7,14,1,2,,5,56,17,19,1,1,,1,7,,47,,,158,,,2,1483,399
2013,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,7670,9719,12424,1045,910,70,98,,2,1,11,18,8,16251,109,6,15,357,,,,12,,,,2,,,3,,,,,2,31,,,,,,9,2,32,3,,,3,,,,,,,,,,,,,57,388,14,18,6,8,2,15,137,10,30,2,3,,,7,,37,,,65,,,3,3066,1156
2013,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,9091,10682,13202,728,679,151,81,24,4,,18,17,6,14923,139,4,22,657,,,,2,,,,,,,2,,,,,,15,,,1,,,16,,39,1,,,2,,1,,,,,,,,,1,,56,584,2,13,2,1,,6,81,16,34,2,,,,4,,84,,,165,,,,4825,432
2013,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,5816,6856,8561,527,521,24,39,20,3,1,11,15,3,12429,114,4,13,461,,,,18,,,,1,,,7,,,1,,4,7,,,,,,12,,30,1,,,2,,,,,,,,,,,,,56,302,14,20,6,,,8,74,9,12,2,2,,1,1,1,103,,,227,,,2,1850,337
2013,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,6512,8268,10581,519,525,27,136,1,2,,2,11,,11993,91,2,9,418,1,,,8,,,,,,,2,,,,,,12,,,,,,1,2,26,2,,,4,,,,,,,,,,,,,36,484,1,8,3,1,,,49,10,17,2,1,,,4,,72,,,142,,,,4484,268
2013,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,5901,7400,7878,525,519,32,22,1,2,,6,8,2,8609,116,1,56,908,,,,4,,3,,,,,14,,,,,23,17,,,,1,,4,,23,5,,,1,,,,,,,,,,,,,26,303,1,12,1,2,2,3,39,7,31,,,,,11,1,198,,,1285,,,,2378,961
2013,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,4089,5872,8224,544,779,37,15,3,2,,4,3,1,9746,164,15,22,473,2,1,,7,,,,,1,,7,,,,,5,11,,,,,1,8,1,40,,,,2,,,,,,,,,,,1,,68,288,,20,5,,1,2,75,7,33,1,2,,,14,3,85,,1,376,,,3,1908,305
2013,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,4843,5905,6967,424,530,29,22,5,2,,7,8,,6952,137,5,30,1387,2,,,6,1,,,,,,2,,,,,2,8,,,,,,4,,19,2,,,,,,,,,,,,,,,,36,278,1,12,1,1,,,48,7,29,1,,,,14,,86,,1,221,,,,1779,248
2013,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,3186,4679,5447,274,355,72,19,5,4,,4,17,1,5815,64,8,22,299,2,,,8,1,,1,,,,5,,,1,,8,7,,,,,,5,14,25,1,2,,1,,,,2,,,,,,,,,22,147,,22,,1,1,,39,5,14,1,,,,2,1,51,,,332,,,15,2489,437
2013,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,2743,3884,4572,494,458,514,30,6,2,1,4,8,1,4585,77,1,21,365,,,,5,,,,,,,,,,,,,10,,,,,1,10,,19,2,,,,,,,,,1,,,,,1,,26,184,,17,1,2,1,1,39,3,32,,1,,,13,,56,,,67,,,,1491,222
2013,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,5856,7022,8654,973,923,60,34,3,2,1,17,17,4,9704,229,9,31,619,1,,1,10,,,1,,,1,3,,,,,6,25,,,,,,7,,36,4,,,,,,,,,,,,,,,,47,408,1,24,7,1,1,5,78,16,29,1,1,,,12,3,64,,,370,,,,2586,660
2013,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,5559,6897,8877,490,332,110,38,3,2,,20,23,2,10014,70,6,9,170,2,,,22,,,,,,,1,,,1,,3,13,,,,,,26,1,21,1,,,2,,,,1,2,,,,,,,,49,244,6,21,6,6,3,5,154,13,33,3,1,,1,23,1,321,,,672,,,,4164,588
2013,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,7212,9109,11532,734,1288,55,61,,2,,10,9,2,12364,150,9,24,901,1,,,16,1,,,,,1,6,,,,,1,13,1,,,,,9,,24,3,,,1,,,,,,,,,,,,,54,411,,14,2,2,,3,75,14,39,,,,,30,,164,,,639,,,,3067,418
2013,JAKARTA TIMUR,PULO GADUNG,CIPINANG,6638,8653,10417,995,1010,64,945,1,2,2,10,28,1,10767,138,7,2,17,,,,,,,,,,,1,,,,,1,26,,,,2,,12,1,30,3,,,,,,,,,,,,,,,,54,415,,22,7,2,1,1,107,27,50,3,,,,6,,169,,,32,,,,4671,484
2013,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,4280,5216,6044,241,267,28,179,1,2,,6,5,1,7059,57,2,10,797,,,,2,,,,,,,6,,,,,3,7,,,,,,,,8,1,,,,,,,,,,,,,,,,15,273,,8,,,,4,23,10,22,1,,,,3,,179,,,498,,,1,1309,236
2013,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,6192,7805,10187,932,947,25,17,5,4,1,11,13,1,12061,203,5,17,799,2,,,14,,,,,,,1,,1,,,6,19,,,,,,31,1,33,5,,,,,1,,,1,,,,,,1,,145,512,3,24,6,1,1,6,172,15,27,5,2,,,10,,130,,,373,,,2,2685,645
2013,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,7002,8898,10772,1082,755,60,39,1,2,,10,26,,12636,189,10,23,1403,1,,,12,,,,,,,5,,,,,14,28,,,,,,50,4,46,1,1,,5,,1,,,,,,,,,,,102,409,4,51,3,7,5,17,226,11,79,4,1,,,24,2,196,,,384,,,6,3434,771
2013,JAKARTA TIMUR,PULO GADUNG,JATI,4170,6616,9325,857,709,28,18,1,2,,5,6,,10104,190,6,8,357,,,,25,,,,,,,1,,,,,12,13,,,,,,25,,26,7,,,,,,,1,,,,,,,,,106,272,4,20,17,6,6,14,246,14,29,5,3,,,6,1,162,,,427,1,,,2771,508
2013,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,5029,6817,7075,154,130,27,8,2,2,,14,9,2,4895,23,5,13,1590,5,1,1,,,1,,,,,12,,,,,11,11,1,,,,,7,,6,23,,,,,,,,,,,,,,,,7,139,,2,,,,1,11,2,9,2,,,,,,249,1,1,1225,,,17,2606,561
2013,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,6369,8412,10594,466,519,41,111,13,5,1,8,13,12,12026,101,4,58,822,1,,,7,,,,1,,1,22,,,,,11,17,,,1,,,25,6,33,,,,,,,,,,,,,,,,,42,360,,17,5,3,3,10,80,16,30,1,,,,22,4,204,,,552,,,17,3019,629
2013,JAKARTA TIMUR,JATINEGARA,BALI MESTER,1390,2359,2743,79,69,24,7,6,2,,2,1,,3051,11,,6,248,,,,10,,,,,,,5,3,,,,6,7,,,,,,12,1,3,,,,,,,,,,,,,,,,,7,50,,8,,2,,3,40,,5,1,,,,1,,59,,,301,,,9,949,113
2013,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,4169,5241,5487,173,215,17,12,,2,,4,2,,5500,29,2,17,906,,,,3,,,,,,,6,,,,,20,8,,,,,1,1,,14,1,,,,,,,,,,,,,,,,16,185,,3,1,1,,4,36,4,12,2,,,,2,1,141,,,717,,,,1863,240
2013,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,5281,7564,8628,631,459,87,24,2,2,1,8,15,1,9814,152,1,8,526,1,,,9,,,,,,,6,,,,,11,19,,,,,,16,1,27,14,,,,,,,,1,,,,,,,,58,351,2,19,8,6,1,4,115,6,18,3,1,,,11,,100,,,311,1,,,3295,644
2013,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,9188,11760,13665,1500,1152,76,60,14,7,,12,27,1,15075,304,12,66,1478,3,,,20,,,,,,,7,,2,,1,19,36,1,,,1,,22,1,105,,6,,2,,,,,2,,,,,,,,86,688,2,33,15,9,9,18,176,25,51,3,,,,17,3,330,,,639,1,,,4924,764
2013,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,5718,7726,8864,456,448,50,29,3,3,1,,8,,9078,119,2,23,1387,1,1,,9,,,,1,,1,4,,,,,7,11,,,,,,5,,26,12,,,1,,,,1,1,,,,,,2,,26,330,4,14,2,2,,4,81,9,26,4,1,,,9,,189,,2,612,,,,2484,367
2013,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,8777,11712,11995,659,714,78,53,8,2,1,16,15,3,12051,69,4,26,1488,3,,,2,,,,1,,,9,1,,,,10,15,,,,,,8,1,22,7,1,,,,,,,,,,,,,,,22,370,,7,,,,3,20,11,37,3,,,,10,2,343,,,923,,,,5517,1158
2013,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,5974,6946,9359,561,665,482,177,1,2,,6,17,1,9158,50,2,33,536,,,,3,,,,,,,4,,,,,7,13,,,,,,25,,30,1,1,,,1,,,,,,,,,,,,34,383,1,10,1,,1,3,47,21,80,2,2,,,18,1,131,,,1167,,,1,3010,251
2013,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,7510,9487,12507,600,772,284,143,8,4,,17,17,3,10000,98,3,12,809,,1,,6,,,,,,,3,,,,,2,8,,,,,,7,,22,10,,,,,,,,,,,,,,1,,34,406,1,6,,3,,2,79,20,48,5,,,,18,,128,,,1474,,,,4359,375
2013,JAKARTA TIMUR,KRAMAT JATI,DUKUH,4614,5233,5794,357,452,54,89,3,3,,4,5,4,6342,172,27,19,462,,,,4,,,,,,,,,,1,,1,19,,,,,,5,,9,1,,,,,,,,,,,,,,,,15,213,7,4,3,1,1,3,57,13,28,,,,,7,1,86,,,400,,,,1869,155
2013,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,7718,9547,12147,806,871,98,110,1,2,,27,25,10,11221,195,8,37,378,1,,,4,,,1,1,,,,,,,,,20,,,,,,8,,38,4,,,4,,1,,,,,,,,,1,,49,504,5,9,4,1,,3,93,18,30,1,2,,1,9,1,124,,1,699,,,3,4755,1359
2013,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,4543,5795,7378,357,467,43,37,4,3,,12,22,,6855,104,7,20,497,,,,5,,,,,,,2,,,,,,17,,,,,,2,,26,4,,,,,,,,,,,,,,,,44,326,1,7,,3,,3,65,12,17,2,2,,,7,,106,,,372,,,,2574,341
2013,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,7624,9022,10299,761,829,179,66,3,4,1,5,17,,11682,125,4,16,640,,,,10,,,,,,,10,,,,,2,13,,,,,1,30,,38,17,,,1,,,,,,,,,,,,,56,466,1,25,5,1,1,8,60,26,71,2,1,,,19,,151,,,854,,,,3361,463
2013,JAKARTA TIMUR,KRAMAT JATI,CAWANG,6254,7500,8731,373,515,119,43,1,2,1,12,10,,10337,116,14,51,960,,1,,6,,,,,,2,3,,,4,,11,37,,,,,,15,,36,5,,,2,,,,,,,,,,,,,51,313,1,13,3,2,,4,72,13,58,4,,,,21,,146,,,387,,,1,2635,182
2013,JAKARTA TIMUR,PASAR REBO,GEDONG,5974,7037,9058,675,779,565,211,,2,,6,5,,10146,110,7,31,555,,,,11,,,,,,,,,,,,,13,,,,,,6,1,21,1,,,1,,,,1,,,,,,,,,37,381,7,11,2,2,,5,93,18,79,4,1,,,6,2,91,,,435,,,,2252,264
2013,JAKARTA TIMUR,PASAR REBO,BARU,5108,4879,5846,354,627,2445,79,,3,2,,6,2,4304,87,7,36,270,,,,2,,,,,,,1,,,,,,5,,,,,,3,1,10,1,,,,,,,,,,,,,,,,20,332,,3,2,,,2,60,29,90,3,1,,,9,,64,1,,71,,,1,1731,216
2013,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,7397,8188,10229,612,993,744,152,7,7,,9,5,4,10349,110,4,32,734,3,,,6,,,,,,,1,,3,,1,6,18,,,,,,11,2,28,1,,,,,,,,,,,,,,,,31,593,3,17,1,1,,4,43,35,79,3,1,,,15,,165,,,287,,,,2821,302
2013,JAKARTA TIMUR,PASAR REBO,KALISARI,7271,8018,11159,713,1289,779,145,,7,,5,5,,9615,243,14,58,765,3,,,5,1,,,,,,7,,,,,7,16,,,,,,6,1,29,,1,,,1,,,,,,,,,,,,41,795,2,16,2,2,,1,45,25,83,1,,,,12,1,167,1,,248,,1,,2947,288
2013,JAKARTA TIMUR,PASAR REBO,PEKAYON,8096,8942,10112,416,738,835,201,5,6,,1,2,,11414,73,4,49,662,,1,,,,,,,,,1,,,,,10,11,2,,,,,8,,19,1,,,,,,,,,,,,,,,,32,455,1,7,1,1,1,2,39,25,56,2,,1,,9,1,208,,,399,,,,2728,268
2013,JAKARTA TIMUR,CAKUNG,JATINEGARA,16097,18095,21797,328,490,82,59,1,9,,10,13,4,29027,59,2,7,1351,2,,,3,,,,2,,,,,,,,1,3,,,,,,5,,15,,,,2,,,,,,,,,,,,,31,652,,8,1,,,2,31,36,50,,,,,6,,162,,,639,1,,1,6956,1041
2013,JAKARTA TIMUR,CAKUNG,RAWA TERATE,5529,5973,6175,125,101,36,20,1,4,,8,11,3,8239,15,1,5,753,2,,,2,,,,,,,,,,,,1,4,,,,,,2,,10,,,,1,,,,,,,,,,,,,8,178,,1,1,,,,10,6,18,,,,,6,,164,,,263,,,,2314,297
2013,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,16986,19923,23857,988,1091,104,89,,17,2,29,31,3,23322,294,31,40,2285,10,,,3,,,,1,1,,9,,,,,10,16,1,,,,1,6,,58,1,,,1,,,,,,,,,,,,,48,980,7,21,2,2,1,,88,37,72,3,,,,25,,347,,,1022,,,,8142,714
2013,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,10753,11664,14362,355,458,76,71,49,170,1,18,20,6,19155,48,3,15,398,2,,1,3,,,,,,,,,,,,,4,,,,,,5,,17,,,,,,,,,,,,,,,,,17,828,1,7,2,,,1,22,19,78,2,,,,11,,183,,,402,,,1,3302,879
2013,JAKARTA TIMUR,CAKUNG,PULO GEBANG,13013,18018,24571,1319,1311,266,110,1,3,2,37,42,4,22927,277,8,42,971,4,,,11,,,1,,,,,,,,,1,23,,,,,,22,1,36,,,,3,,,,,,,,,,,,,74,1027,3,23,3,4,2,2,135,37,84,6,2,,,23,1,408,,,495,,,2,7462,1276
2013,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,5074,6137,7219,308,349,41,34,1,23,,2,6,2,7708,74,1,24,441,4,,,,,,1,,,,1,,,1,,4,7,,,1,,,9,1,16,1,,,2,,,,,,,,,,,,,30,323,,9,4,2,1,1,51,10,20,1,,,,17,,99,,,243,,,6,2157,418
2013,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,11475,10626,13002,288,225,185,64,,19,2,24,36,7,18408,46,2,19,518,1,,,1,,,,,,,,,1,,,3,5,,,,,,26,2,19,,,,,,,,,,,,,,,1,,13,458,,3,,,1,,20,20,40,1,,,,15,,287,,,581,,,3,4752,887
2013,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,8604,12120,15632,1575,1298,42,64,4,4,,10,10,2,15210,472,22,72,1650,3,,,33,,,,,,,2,,,,,14,19,,,,1,,19,1,42,5,,,4,1,,,,,,,,,,1,,159,653,7,49,17,5,5,16,241,19,52,3,5,,,17,,283,,,389,,,4,5102,617
2013,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,9722,11964,15567,1437,1531,91,67,2,11,1,30,42,3,16168,364,13,56,1199,2,,,17,,,,,,,8,,1,,,9,26,,,,2,,14,3,64,,,,1,1,,,1,,,,,,,,,90,675,6,31,8,9,,11,211,35,45,6,4,,,18,,330,,,575,,,1,5199,746
2013,JAKARTA TIMUR,DUREN SAWIT,KLENDER,12579,15149,17785,964,1007,65,73,7,2,,27,29,6,18593,196,8,19,2522,3,,,8,,,,,,,6,,,1,,9,16,,,,,,21,1,30,3,,,1,,1,,1,,,,,,,1,,86,724,7,20,1,3,3,4,121,15,52,6,,,,11,,428,,1,1008,,,,5847,932
2013,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,9674,12673,17238,1985,2017,83,82,2,9,,41,48,9,16650,450,25,44,798,6,,,20,,,,,,,8,,,,,6,25,,,,1,1,28,,54,4,1,,6,,1,,,,,,,,,,,127,774,13,58,18,5,3,20,333,25,45,8,3,,,11,1,177,,,246,,,3,6721,1901
2013,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,4862,5158,7412,1441,1146,54,37,,3,,3,6,1,8625,313,17,35,150,,,,9,,,,,,,,,,,,2,11,,,,,,12,,44,1,,,,,,,,,,,,,,,,77,584,1,17,4,2,,5,112,8,34,4,1,,,17,,30,,,122,,,,1859,338
2013,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,5378,5828,8029,1738,1293,51,46,2,3,,3,12,2,9903,233,7,52,139,,,,10,,,,1,,,,,,1,,4,10,,,,,,16,1,47,2,,,1,,,,1,,,,,,,,,52,695,3,26,4,3,,4,54,8,64,14,,,,20,,45,,,174,,,,1878,314
2013,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,5742,6977,8679,798,720,40,47,1,5,,7,11,2,8522,259,11,40,664,4,,,12,,,,,,,3,,,,,5,22,,,,,,21,,32,,,,1,,,,,,,,,,,,,43,468,4,18,7,3,1,8,81,6,30,2,,,1,10,,187,,,385,,,1,3242,239
2013,JAKARTA TIMUR,MAKASAR,MAKASAR,6011,7338,8732,792,779,147,123,2,7,1,9,10,4,9248,120,10,60,1014,1,1,,5,,,,,,1,3,,1,,,7,19,,,,,,7,1,25,3,,,,,,,,,,,,,,,,30,441,4,11,1,2,,2,26,11,53,3,,,,10,1,157,,,375,,,1,2252,426
